X,Y,WDSId,SiteId,SiteSpecificName,LegalName,Address,City,County,Latitude,Longitude,CoordinateSystem,HorizontalCollectionMethod,FacilityType,Commercial,CommercialFacility,PermitWorkLoad,CorrectiveActionWorkLoad,FederallyRegulatedTSD,Permitted,CorrectiveActionAndPermit,Hyperlink,Echo,Updated
-83.7644099999999,42.17546,394417,MID009305665,FORD MOTOR COMPANY - SALINE PLT STE 800,FORD MOTOR COMPANY,7700 E MICHIGAN AVE,SALINE,WASHTENAW,42.17546,-83.76441,WGS-84,Lat/Long Interpolation,TSD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394417,http://echo.epa.gov/detailed-facility-report?fid=MID009305665,2026/04/22 01:20:07.110+00
-83.1879299999999,42.1200000000001,394421,MID009708678,TRENTON LLC - FRMR SOLUTIA INC EAST PROPERTY,TRENTON MI LLC,5045 W JEFFERSON AVE,TRENTON,WAYNE,42.12,-83.18793,WGS-84,Lat/Long Interpolation,SD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394421,http://echo.epa.gov/detailed-facility-report?fid=MID009708678,2026/04/22 01:20:07.110+00
-83.2993,42.24812,394434,MID010861524,UNIVAR SOLUTIONS USA LLC,UNIVAR SOLUTIONS USA LLC,27001 TROLLEY DRIVE,TAYLOR,WAYNE,42.24812,-83.2993,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394434,http://echo.epa.gov/detailed-facility-report?fid=MID010861524,2026/04/22 01:20:07.110+00
-85.7029899999999,42.9262900000001,394738,MID017079625,GMCH-GRAND RAPIDS OPERATIONS,GM COMPONENTS HOLDINGS LLC,2100 BURLINGAME AVE SW,WYOMING,KENT,42.92629,-85.70299,WGS-84,Lat/Long Interpolation,SD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394738,http://echo.epa.gov/detailed-facility-report?fid=MID017079625,2026/04/22 01:20:07.110+00
-83.17374,42.1578500000001,395074,MID017422304,MSC LLC - MCLOUTH PROPERTY,MSC LLC,1491 W JEFFERSON AVE,TRENTON,WAYNE,42.15785,-83.17374,WGS-84,Lat/Long Interpolation,SD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395074,http://echo.epa.gov/detailed-facility-report?fid=MID017422304,2026/04/22 01:20:07.110+00
-83.13177,42.4695300000001,395128,MID020087128,REICHHOLD INC FERNDALE MICHIGAN,REICHHOLD INC,601 WOODWARD HTS BLVD,FERNDALE,OAKLAND,42.46953,-83.13177,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395128,http://echo.epa.gov/detailed-facility-report?fid=MID020087128,2026/04/22 01:20:07.110+00
-83.0588499999999,42.3849200000001,395141,MID020105565,DETROIT FORGE-AMERICAN AXLE & MFG INC,DETROIT FORGE PLANT,8435 SAINT AUBIN ST,DETROIT,WAYNE,42.38492,-83.05885,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395141,http://echo.epa.gov/detailed-facility-report?fid=MID020105565,2026/04/22 01:20:07.110+00
-83.5246099999999,41.74265,395148,MID020263877,ERIE COATINGS & CHEMICALS INC,ERIE COATINGS & CHEMICALS INC,6828 S DIXIE HWY,ERIE,MONROE,41.74265,-83.52461,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395148,http://echo.epa.gov/detailed-facility-report?fid=MID020263877,2026/04/22 01:20:07.110+00
-85.67313,42.9571300000001,395232,MID020906764,TREX PROPERTIES LLC,TREX PROPERTIES LLC,312 ELLSWORTH AVE SW,GRAND RAPIDS,KENT,42.95713,-85.67313,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395232,http://echo.epa.gov/detailed-facility-report?fid=MID020906764,2026/04/22 01:20:07.110+00
-83.29044,42.8688300000001,395361,MID038600276,GLEASON PRECISION FORMING INC,GLEASON PRECISION FORMING INC,45 W OAKWOOD RD,OXFORD,OAKLAND,42.86883,-83.29044,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395361,http://echo.epa.gov/detailed-facility-report?fid=MID038600276,2026/04/22 01:20:07.110+00
-86.35716,41.82845,395447,MID040273021,CLARK EQUIPMENT CO AXLE DIV,CLARK EQUIPMENT CO,324 DEWEY ST,BUCHANAN,BERRIEN,41.82845,-86.35716,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395447,http://echo.epa.gov/detailed-facility-report?fid=MID040273021,2026/04/22 01:20:07.110+00
-87.68443,46.44777,395499,MID041413154,DYNO NOBEL INC - ISHPEMING PLANT,DYNO NOBEL INC,9045 COUNTY ROAD  476,ISHPEMING,MARQUETTE,46.44777,-87.68443,WGS-84,Lat/Long Interpolation,TD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395499,http://echo.epa.gov/detailed-facility-report?fid=MID041413154,2026/04/22 01:20:07.110+00
-85.5496699999999,42.25327,395504,MID041580739,4015 EMERALD DRIVE LLC,4015 EMERALD DRIVE LLC,4015 EMERALD DR,KALAMAZOO,KALAMAZOO,42.25327,-85.54967,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,0,0,0,0,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395504,http://echo.epa.gov/detailed-facility-report?fid=MID041580739,2026/04/22 01:20:07.110+00
-83.8983499999999,43.46498,395505,MID041793340,RACER SAGINAW NODULAR INDUSTRIAL LAND,RACER PROPERTIES LLC,2100 VETERANS MEMORIAL PARKWAY,SAGINAW,SAGINAW,43.46498,-83.89835,WGS-84,Lat/Long Interpolation,TSD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395505,http://echo.epa.gov/detailed-facility-report?fid=MID041793340,2026/04/22 01:20:07.110+00
-83.14912,42.44672,395519,MID041803123,HAYES LEMMERZ TECH SVC INC,HAYES LEMMERZ TECH SVC INC,1600 W 8 MILE RD,FERNDALE,OAKLAND,42.44672,-83.14912,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395519,http://echo.epa.gov/detailed-facility-report?fid=MID041803123,2026/04/22 01:20:07.110+00
-85.5490799999999,42.2850800000001,395569,MID042441022,KALAMAZOO DIVISION,GEORGIA-PACIFIC CORP,2425 KING HWY,KALAMAZOO,KALAMAZOO,42.28508,-85.54908,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395569,http://echo.epa.gov/detailed-facility-report?fid=MID042441022,2026/04/22 01:20:07.110+00
-83.68778,42.0805700000001,395600,MID043766351,SCIO PLASTICS INC,SCIO PLASTICS INC,62 DIVISION ST,MILAN,MONROE,42.08057,-83.68778,WGS-84,Lat/Long Interpolation,D,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395600,http://echo.epa.gov/detailed-facility-report?fid=MID043766351,2026/04/22 01:20:07.110+00
-83.01415,42.4491400000001,395621,MID044254423,SECO TOOLS INC,SECO TOOLS INC,11177 E 8 MILE RD,WARREN,MACOMB,42.44914,-83.01415,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395621,http://echo.epa.gov/detailed-facility-report?fid=MID044254423,2026/04/22 01:20:07.110+00
-85.43947,42.3764,395745,MID047153077,DEQ REMED/REDEVELOPMENT-PROD PLATED PLASTICS,MI DEPT/ENVIRONMENTAL QUALITY,9899 E D AVE,RICHLAND,KALAMAZOO,42.3764,-85.43947,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395745,http://echo.epa.gov/detailed-facility-report?fid=MID047153077,2026/04/22 01:20:07.110+00
-84.57124,42.75726,395747,MID047173653,ASHLAND INC,ASHLAND INC,1800 GLENROSE AVE,LANSING,INGHAM,42.75726,-84.57124,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395747,http://echo.epa.gov/detailed-facility-report?fid=MID047173653,2026/04/22 01:20:07.110+00
-83.2946699999999,42.37949,395769,MID047189568,GENERAL OIL CO INC,GENERAL OIL CO INC,12680 BEECH DALY RD,REDFORD,WAYNE,42.37949,-83.29467,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395769,http://echo.epa.gov/detailed-facility-report?fid=MID047189568,2026/04/22 01:20:07.110+00
-83.5212299999999,42.2215100000001,395812,MID048090633,WAYNE DISPOSAL INC,WAYNE DISPOSAL INC,49350 N I94 SERVICE DR,BELLEVILLE,WAYNE,42.22151,-83.52123,WGS-84,Lat/Long Interpolation,SD,is a commercial operation that <strong>accepts</strong> hazardous waste,is a commercial operation that accepts hazardous waste,-1,-1,-1,-1,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395812,http://echo.epa.gov/detailed-facility-report?fid=MID048090633,2026/04/22 01:20:07.110+00
-85.01525,45.21892,395818,MID048222608,HONEYWELL INTERNATIONAL INC,HONEYWELL INTERNATIONAL INC,375 N LAKE ST,BOYNE CITY,CHARLEVOIX,45.21892,-85.01525,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395818,http://echo.epa.gov/detailed-facility-report?fid=MID048222608,2026/04/22 01:20:07.110+00
-84.03335,41.8853,395840,MID048788749,PPG INDUSTRIES INC,PPG INDUSTRIES INC,961 DIVISION ST,ADRIAN,LENAWEE,41.8853,-84.03335,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395840,http://echo.epa.gov/detailed-facility-report?fid=MID048788749,2026/04/22 01:20:07.110+00
-83.47117,42.2641100000001,395927,MID050598390,AMERICAN WASTE TECHNOLOGIES INC,AMERICAN WASTE OIL CORPORATION,44135 YOST RD,BELLEVILLE,WAYNE,42.26411,-83.47117,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,0,0,0,0,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395927,http://echo.epa.gov/detailed-facility-report?fid=MID050598390,2026/04/22 01:20:07.110+00
-83.3035599999999,43.0361600000001,395940,MID050615921,GRID LOGIC INCORPORATED,GRID LOGIC INCORPORATED,1070 CLARK RD,LAPEER,LAPEER,43.03616,-83.30356,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395940,http://echo.epa.gov/detailed-facility-report?fid=MID050615921,2026/04/22 01:20:07.110+00
-83.0453899999999,42.5117500000001,395941,MID050615996,GM GLOBAL TECHNICAL CENTER,GENERAL MOTORS LLC,31295 CHARLES KETTERING RD,WARREN,MACOMB,42.51175,-83.04539,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,0,0,0,0,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395941,http://echo.epa.gov/detailed-facility-report?fid=MID050615996,2026/04/22 01:20:07.110+00
-83.17248,42.1764000000001,395942,MID050616622,RIVERVIEW APPARATUS SERVICE SHOP,GENERAL ELECTRIC CO,18075 KRAUSE ST,RIVERVIEW,WAYNE,42.1764,-83.17248,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395942,http://echo.epa.gov/detailed-facility-report?fid=MID050616622,2026/04/22 01:20:07.110+00
-85.491,42.28846,395992,MID051763696,CONSUMERS ENERGY - MORROW SITE,CONSUMERS ENERGY CO,6900 E MICHIGAN AVE,KALAMAZOO,KALAMAZOO,42.28846,-85.491,WGS-84,Lat/Long Interpolation,D,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,0,0,0,0,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=395992,http://echo.epa.gov/detailed-facility-report?fid=MID051763696,2026/04/22 01:20:07.110+00
-84.44828,42.5844900000001,396014,MID052034402,AMERICHEM SALES CO,AMERICHEM SALES CO OF MICHIGAN LLC,340 NORTH ST,MASON,INGHAM,42.58449,-84.44828,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396014,http://echo.epa.gov/detailed-facility-report?fid=MID052034402,2026/04/22 01:20:07.110+00
-84.42229,42.2909300000001,396037,MID052044963,CE PARNALL ROAD COMPLEX,CONSUMERS ENERGY CO,1955 W PARNALL RD,JACKSON,JACKSON,42.29093,-84.42229,WGS-84,Submitted by Handler,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396037,http://echo.epa.gov/detailed-facility-report?fid=MID052044963,2026/04/22 01:20:07.110+00
-84.49913,42.6824500000001,396162,MID053343976,MSU WASTE STORAGE FACILITY,MICHIGAN STATE UNIVERSITY,3634 E JOLLY RD,LANSING,INGHAM,42.68245,-84.49913,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,-1,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396162,http://echo.epa.gov/detailed-facility-report?fid=MID053343976,2026/04/22 01:20:07.110+00
-85.07055,42.9812200000001,396181,MID053669040,VENTRA IONIA PAINT LLC,VENTRA IONIA PAINT LLC,719 W MAIN ST,IONIA,IONIA,42.98122,-85.07055,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396181,http://echo.epa.gov/detailed-facility-report?fid=MID053669040,2026/04/22 01:20:07.110+00
-83.0524799999999,42.3714800000001,396238,MID054683479,WASTE MANAGEMENT OF MICHIGAN INC - D/B/A DETROIT TRANSFER STATION,WASTE MANAGEMENT OF MICHIGAN INC,1550 HARPER AVE,DETROIT,WAYNE,42.37148,-83.05248,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396238,http://echo.epa.gov/detailed-facility-report?fid=MID054683479,2026/04/22 01:20:07.110+00
-83.00641,42.45406,396339,MID056717747,ENTHONE OMI INC,ENTHONE OMI INC,21441 HOOVER RD,WARREN,MACOMB,42.45406,-83.00641,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396339,http://echo.epa.gov/detailed-facility-report?fid=MID056717747,2026/04/22 01:20:07.110+00
-83.30715,42.29035,396359,MID057002602,VALICOR INKSTER MICHIGAN FACILITY,VALICOR ENVIRONMENTAL SERVICES LLC,27140 PRINCETON ST,INKSTER,WAYNE,42.29035,-83.30715,WGS-84,Lat/Long Interpolation,TSD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396359,http://echo.epa.gov/detailed-facility-report?fid=MID057002602,2026/04/22 01:20:07.110+00
-83.16955,42.55006,396367,MID057007478,SKYLINE PAINTING,SKYLINE PAINTING INC,1700 BLANEY DR,TROY,OAKLAND,42.55006,-83.16955,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396367,http://echo.epa.gov/detailed-facility-report?fid=MID057007478,2026/04/22 01:20:07.110+00
-83.11932,42.52831,396407,MID057676124,HENKEL OF AMERICA INC,HENKEL US OPERATIONS CORPORATION,32100 STEPHENSON HWY,MADISON HEIGHTS,OAKLAND,42.52831,-83.11932,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396407,http://echo.epa.gov/detailed-facility-report?fid=MID057676124,2026/04/22 01:20:07.110+00
-84.21944,41.7212700000001,396455,MID058723867,HENKEL SURFACE TECHNOLOGIES,HENKEL SURFACE TECHNOLOGIES,322 W MAIN ST,MORENCI,LENAWEE,41.72127,-84.21944,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396455,http://echo.epa.gov/detailed-facility-report?fid=MID058723867,2026/04/22 01:20:07.110+00
-84.14462,42.9848900000001,396476,MID058816927,RUGGED LINER INC,RUGGED LINER INC,200 UNIVERSAL DR,OWOSSO,SHIAWASSEE,42.98489,-84.14462,WGS-84,Lat/Long Interpolation,SD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396476,http://echo.epa.gov/detailed-facility-report?fid=MID058816927,2026/04/22 01:20:07.110+00
-83.24665,42.09585,396483,MID058819822,FORD MOTOR CO MICHIGAN CASTING CTR,FORD MOTOR COMPANY,22000 GIBRALTAR RD,FLAT ROCK,WAYNE,42.09585,-83.24665,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396483,http://echo.epa.gov/detailed-facility-report?fid=MID058819822,2026/04/22 01:20:07.110+00
-86.2550899999999,43.3046800000001,396553,MID060174240,MI/DEPT RD,MI/DEPT RD,500 AGARD RD,NORTH MUSKEGON,MUSKEGON,43.30468,-86.25509,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396553,http://echo.epa.gov/detailed-facility-report?fid=MID060174240,2026/04/22 01:20:07.110+00
-85.46356,42.7086100000001,396575,MID060197662,BLUE COW INC,BLUE COW INC,33 STATE ST,MIDDLEVILLE,BARRY,42.70861,-85.46356,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396575,http://echo.epa.gov/detailed-facility-report?fid=MID060197662,2026/04/22 01:20:07.110+00
-84.96003,42.2463300000001,396578,MID060198249,GEN TWO SOLUTIONS - MARSHALL FACILITY,GEN TWO SOLUTIONS LLC,205 W OLIVER DR,MARSHALL,CALHOUN,42.24633,-84.96003,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396578,http://echo.epa.gov/detailed-facility-report?fid=MID060198249,2026/04/22 01:20:07.110+00
-83.39523,42.26586,396600,MID060975844,US ECOLOGY ROMULUS INC,US ECOLOGY ROMULUS INC,36345 VAN BORN RD,ROMULUS,WAYNE,42.26586,-83.39523,WGS-84,Lat/Long Interpolation,TS,is a commercial operation that <strong>accepts</strong> hazardous waste,is a commercial operation that accepts hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396600,http://echo.epa.gov/detailed-facility-report?fid=MID060975844,2026/04/22 01:20:07.110+00
-82.48234,42.8846800000001,396632,MID061862926,INTERTAPE POLYMER GRP,INTERTAPE POLYMER CORPORATION,317 KENDALL ST,MARYSVILLE,ST CLAIR,42.88468,-82.48234,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396632,http://echo.epa.gov/detailed-facility-report?fid=MID061862926,2026/04/22 01:20:07.110+00
-83.14854,42.21714,396744,MID064197742,BASF CORP,BASF CORPORATION,1609 BIDDLE AVE,WYANDOTTE,WAYNE,42.21714,-83.14854,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396744,http://echo.epa.gov/detailed-facility-report?fid=MID064197742,2026/04/22 01:20:07.110+00
-85.6743099999999,42.94329,396808,MID065840514,UNION STATION,PRIDGEON AND CLAY INC,1111 WALLEN AVE SW,GRAND RAPIDS,KENT,42.94329,-85.67431,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396808,http://echo.epa.gov/detailed-facility-report?fid=MID065840514,2026/04/22 01:20:07.110+00
-84.4512999999999,42.72544,396891,MID067352989,HUNTSMAN ADVANCED MATERIALS EAST LANSING,HUNTSMAN ADVANCED MATERIALS AMERICAS LLC,4917 DAWN AVE,EAST LANSING,INGHAM,42.72544,-84.4513,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=396891,http://echo.epa.gov/detailed-facility-report?fid=MID067352989,2026/04/22 01:20:07.110+00
-86.2060499999999,43.21705,397037,MID072575731,SOLSTICE ADVANCED MATERIALS,SOLSTICE ADVANCED MATERIALS US INC,1953 S HARVEY ST,MUSKEGON,MUSKEGON,43.21705,-86.20605,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397037,http://echo.epa.gov/detailed-facility-report?fid=MID072575731,2026/04/22 01:20:07.110+00
-86.2334099999999,43.1969100000001,397055,MID072585755,TRICIL ENVIRONMENTAL SERVICES,TRICIL ENVIRONMENTAL SERVICES,3030 WOOD ST,MUSKEGON HEIGHTS,MUSKEGON,43.19691,-86.23341,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397055,http://echo.epa.gov/detailed-facility-report?fid=MID072585755,2026/04/22 01:20:07.110+00
-85.77176,42.9173400000001,397059,MID072589328,REMEDIATION & REDEVELOPMENT DIV FENSKE LANDFILL,MI DEPT/NATURAL RESOURCES AND ENVIRONMENT,2637 WILSON SW,GRAND RAPIDS,KENT,42.91734,-85.77176,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397059,http://echo.epa.gov/detailed-facility-report?fid=MID072589328,2026/04/22 01:20:07.110+00
-83.1909199999999,42.11765,397144,MID074246919,FORMER SOLUTIA INC RESINS PLANT,TRENTON MI LLC,5100 W JEFFERSON AVE,TRENTON,WAYNE,42.11765,-83.19092,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397144,http://echo.epa.gov/detailed-facility-report?fid=MID074246919,2026/04/22 01:20:07.110+00
-83.03248,42.39327,397151,MID074259565,US ECOLOGY MICHIGAN INC,US ECOLOGY MICHIGAN INC,6520 GEORGIA ST,DETROIT,WAYNE,42.39327,-83.03248,WGS-84,Verified,TS,is a commercial operation that <strong>accepts</strong> hazardous waste,is a commercial operation that accepts hazardous waste,-1,-1,-1,-1,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397151,http://echo.epa.gov/detailed-facility-report?fid=MID074259565,2026/04/22 01:20:07.110+00
-83.95035,41.9488900000001,397176,MID075400671,WACKER CHEMICAL CORP,WACKER CHEMICAL CORP,3301 SUTTON RD,ADRIAN,LENAWEE,41.94889,-83.95035,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397176,http://echo.epa.gov/detailed-facility-report?fid=MID075400671,2026/04/22 01:20:07.110+00
-82.8875399999999,42.6090300000001,397215,MID076342708,LAFAYETTE BUILDING,LAFAYETTE BUILDING,151 LAFAYETTE ST,MOUNT CLEMENS,MACOMB,42.60903,-82.88754,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397215,http://echo.epa.gov/detailed-facility-report?fid=MID076342708,2026/04/22 01:20:07.110+00
